Crash ID,State,Month,Year,Decade,Dayweek,Time,Time of Day,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,Christmas Period,Easter Period,Holiday Seasons,Age Group,Day of week,Time of day
20151275,NSW,11,2015,,Friday,1655,Noon,Multiple,No,No,No,80,Passenger,Female,50,No,No,No,40_to_64,Weekday,Day
20151197,NSW,11,2015,,Monday,1515,Noon,Multiple,No,Yes,No,60,Driver,Female,59,No,No,No,40_to_64,Weekday,Day
20154054,SA,11,2015,,Friday,1440,Noon,Single,No,No,No,100,Driver,Male,58,No,No,No,40_to_64,Weekday,Day
20152012,Vic,11,2015,,Tuesday,1400,Noon,Multiple,No,No,No,60,Motorcycle rider,Male,61,No,No,No,40_to_64,Weekday,Day
20153184,Qld,11,2015,,Tuesday,1100,Morning,Multiple,No,No,Yes,100,Driver,Male,46,No,No,No,40_to_64,Weekday,Day
20153098,Qld,11,2015,,Monday,1000,Morning,Single,No,Yes,No,100,Passenger,Female,30,No,No,No,26_to_39,Weekday,Day
20153098,Qld,11,2015,,Monday,1000,Morning,Single,No,Yes,No,100,Passenger,Female,31,No,No,No,26_to_39,Weekday,Day
20153140,Qld,11,2015,,Monday,900,Morning,Single,No,No,No,100,Driver,Male,47,No,No,No,40_to_64,Weekday,Day
20155058,WA,11,2015,,Friday,1803,Evening,Single,No,No,No,60,Driver,Female,30,No,No,No,26_to_39,Weekend,Night
20151010,NSW,11,2015,,Monday,1630,Noon,Multiple,No,No,No,100,Driver,Male,68,No,No,No,65_to_74,Weekday,Day
20151011,NSW,11,2015,,Thursday,1400,Noon,Single,No,No,No,100,Driver,Male,72,No,No,No,65_to_74,Weekday,Day
20151304,NSW,11,2015,,Monday,1730,Evening,Single,No,No,No,60,Driver,Female,69,No,No,No,65_to_74,Weekday,Day
20151224,NSW,11,2015,,Friday,1225,Noon,Single,No,No,No,100,Motorcycle rider,Male,68,No,No,No,65_to_74,Weekday,Day
20153078,Qld,11,2015,,Friday,1400,Noon,Multiple,No,No,No,110,Driver,Male,69,No,No,No,65_to_74,Weekday,Day
20153009,Qld,11,2015,,Friday,700,Morning,Single,No,No,No,70,Driver,Male,67,No,No,No,65_to_74,Weekday,Day
20155026,WA,11,2015,,Wednesday,1424,Noon,Multiple,No,No,No,110,Driver,Male,60,No,No,No,40_to_64,Weekday,Day
20157005,NT,11,2015,,Thursday,1045,Morning,Single,No,No,No,100,Driver,Male,67,No,No,No,65_to_74,Weekday,Day
20151258,NSW,11,2015,,Tuesday,1340,Noon,Multiple,No,No,No,70,Motorcycle rider,Male,73,No,No,No,65_to_74,Weekday,Day
20151179,NSW,11,2015,,Thursday,1300,Noon,Multiple,No,No,No,100,Motorcycle rider,Female,67,No,No,No,65_to_74,Weekday,Day
20151010,NSW,11,2015,,Monday,1630,Noon,Multiple,No,No,No,100,Passenger,Female,82,No,No,No,75_or_older,Weekday,Day
20151191,NSW,11,2015,,Tuesday,1050,Morning,Single,No,No,No,100,Driver,Male,20,No,No,No,17_to_25,Weekday,Day
20151097,NSW,11,2015,,Friday,1545,Noon,Single,No,No,No,100,Driver,Male,76,No,No,No,75_or_older,Weekday,Day
20151013,NSW,11,2015,,Friday,1640,Noon,Single,No,No,No,100,Driver,Female,31,No,No,No,26_to_39,Weekday,Day
20152230,Vic,11,2015,,Monday,2230,Night,Multiple,No,No,No,100,Passenger,Male,18,No,No,No,17_to_25,Weekday,Night
20155003,WA,11,2015,,Monday,1733,Evening,Multiple,No,No,No,60,Motorcycle pillion passenger,Female,19,No,No,No,17_to_25,Weekday,Day
20156021,Tas,11,2015,,Thursday,1746,Evening,Multiple,No,Yes,No,100,Driver,Male,86,No,No,No,75_or_older,Weekday,Day
20153129,Qld,11,2015,,Wednesday,1500,Noon,Single,No,No,No,60,Driver,Male,80,No,No,No,75_or_older,Weekday,Day
20152168,Vic,11,2015,,Friday,1712,Evening,Single,No,No,No,100,Driver,Male,28,No,No,No,26_to_39,Weekday,Day
20153184,Qld,11,2015,,Tuesday,1100,Morning,Multiple,No,No,Yes,100,Passenger,Female,75,No,No,No,75_or_older,Weekday,Day
20153184,Qld,11,2015,,Tuesday,1100,Morning,Multiple,No,No,Yes,100,Passenger,Male,81,No,No,No,75_or_older,Weekday,Day
20153045,Qld,11,2015,,Friday,1300,Noon,Single,No,No,No,100,Driver,Male,86,No,No,No,75_or_older,Weekday,Day
20152052,Vic,11,2015,,Thursday,2116,Night,Single,No,No,No,100,Driver,Female,25,No,No,No,17_to_25,Weekday,Night
20153217,Qld,11,2015,,Sunday,2000,Night,Single,No,No,No,60,Pedestrian,Male,43,No,No,No,40_to_64,Weekend,Night
20151226,NSW,11,2015,,Saturday,2250,Night,Single,No,No,No,60,Pedestrian,Male,56,No,No,No,40_to_64,Weekend,Night
20153132,Qld,11,2015,,Monday,1800,Evening,Single,No,No,No,70,Pedestrian,Female,26,No,No,No,26_to_39,Weekday,Night
20154020,SA,11,2015,,Friday,2200,Night,Single,No,No,No,50,Pedestrian,Female,26,No,No,No,26_to_39,Weekend,Night
20153100,Qld,11,2015,,Saturday,1500,Noon,Single,No,No,No,80,Pedestrian,Male,79,No,No,No,75_or_older,Weekend,Day
20152210,Vic,11,2015,,Saturday,1746,Evening,Single,No,No,No,110,Pedestrian,Male,82,No,No,No,75_or_older,Weekend,Day
20151004,NSW,11,2015,,Friday,1941,Night,Single,No,No,No,50,Pedestrian,Male,78,No,No,No,75_or_older,Weekend,Night
20155024,WA,11,2015,,Monday,1445,Noon,Single,No,No,No,60,Pedestrian,Female,63,No,No,No,40_to_64,Weekday,Day
20155063,WA,11,2015,,Monday,1156,Noon,Single,No,No,No,50,Pedestrian,Female,62,No,No,No,40_to_64,Weekday,Day
20151044,NSW,11,2015,,Monday,1723,Evening,Single,No,No,No,60,Pedestrian,Female,73,No,No,No,65_to_74,Weekday,Day
20154040,SA,11,2015,,Monday,1550,Noon,Single,No,No,No,60,Pedestrian,Female,83,No,No,No,75_or_older,Weekday,Day
20151220,NSW,11,2015,,Tuesday,142,Late Night,Single,No,No,No,60,Passenger,Female,83,No,No,No,75_or_older,Weekday,Night
20151311,NSW,11,2015,,Tuesday,20,Late Night,Multiple,No,No,No,60,Pedestrian,Male,28,No,No,No,26_to_39,Weekday,Night
20151206,NSW,11,2015,,Monday,5,Late Night,Multiple,No,No,No,100,Pedestrian,Male,85,No,No,No,75_or_older,Weekend,Night
20153061,Qld,10,2015,,Saturday,2000,Night,Multiple,No,No,No,100,Driver,Male,24,No,No,No,17_to_25,Weekend,Night
20154065,SA,10,2015,,Sunday,115,Late Night,Single,No,No,No,60,Driver,Male,21,No,No,No,17_to_25,Weekend,Night
20155053,WA,10,2015,,Saturday,2030,Night,Single,No,No,No,110,Driver,Male,29,No,No,No,26_to_39,Weekend,Night
20155114,WA,10,2015,,Monday,50,Late Night,Multiple,No,No,No,70,Passenger,Male,20,No,No,No,17_to_25,Weekend,Night
20151302,NSW,10,2015,,Sunday,1841,Evening,Single,No,No,No,60,Driver,Male,39,No,No,No,26_to_39,Weekend,Night
20151080,NSW,10,2015,,Friday,1825,Evening,Multiple,No,No,No,110,Driver,Female,26,No,No,No,26_to_39,Weekend,Night
20151080,NSW,10,2015,,Friday,1825,Evening,Multiple,No,No,No,110,Passenger,Male,30,No,No,No,26_to_39,Weekend,Night
20152204,Vic,10,2015,,Saturday,2140,Night,Multiple,No,No,No,60,Motorcycle rider,Male,31,No,No,No,26_to_39,Weekend,Night
20152083,Vic,10,2015,,Saturday,55,Late Night,Multiple,No,No,No,70,Driver,Male,25,No,No,No,17_to_25,Weekend,Night
20151064,NSW,10,2015,,Saturday,2345,Late Night,Multiple,No,No,No,50,Motorcycle rider,Male,51,No,No,No,40_to_64,Weekend,Night
20154066,SA,10,2015,,Friday,2008,Night,Multiple,No,No,No,100,Driver,Male,48,No,No,No,40_to_64,Weekend,Night
20151061,NSW,10,2015,,Sunday,2000,Night,Single,No,No,No,100,Driver,Male,45,No,No,No,40_to_64,Weekend,Night
20155097,WA,10,2015,,Saturday,539,Morning,Single,No,No,No,110,Driver,Female,44,No,No,No,40_to_64,Weekend,Night
20153082,Qld,10,2015,,Saturday,200,Late Night,Single,No,No,No,60,Driver,Male,26,No,No,No,26_to_39,Weekend,Night
20153063,Qld,10,2015,,Sunday,0,Late Night,Single,No,No,No,80,Driver,Female,38,No,No,No,26_to_39,Weekend,Night
20153205,Qld,10,2015,,Tuesday,2000,Night,Single,No,No,No,60,Passenger,Female,20,No,No,No,17_to_25,Weekday,Night
20151295,NSW,10,2015,,Wednesday,2315,Late Night,Single,No,No,No,80,Passenger,Male,26,No,No,No,26_to_39,Weekday,Night
20153205,Qld,10,2015,,Tuesday,2000,Night,Single,No,No,No,60,Driver,Male,27,No,No,No,26_to_39,Weekday,Night
20153187,Qld,10,2015,,Monday,0,Late Night,Single,No,No,No,80,Driver,Male,34,No,No,No,26_to_39,Weekend,Night
20151108,NSW,10,2015,,Thursday,2314,Late Night,Single,No,No,No,80,Driver,Male,24,No,No,No,17_to_25,Weekday,Night
20151291,NSW,10,2015,,Thursday,2005,Night,Multiple,No,No,No,60,Pedal cyclist,Male,54,No,No,No,40_to_64,Weekday,Night
20155042,WA,10,2015,,Wednesday,2015,Night,Single,No,No,No,70,Motorcycle rider,Male,51,No,No,No,40_to_64,Weekday,Night
20151122,NSW,10,2015,,Friday,430,Late Night,Multiple,No,No,Yes,110,Driver,Female,49,No,No,No,40_to_64,Weekday,Night
20153059,Qld,10,2015,,Tuesday,2300,Night,Multiple,No,No,Yes,100,Driver,Male,48,No,No,No,40_to_64,Weekday,Night
20155015,WA,10,2015,,Thursday,540,Morning,Multiple,No,Yes,No,90,Driver,Female,54,No,No,No,40_to_64,Weekday,Night
20152215,Vic,10,2015,,Thursday,5,Late Night,Single,No,No,No,110,Passenger,Male,45,No,No,No,40_to_64,Weekday,Night
20151315,NSW,10,2015,,Wednesday,2305,Late Night,Single,No,No,No,80,Driver,Female,25,No,No,No,17_to_25,Weekday,Night
20154006,SA,10,2015,,Friday,530,Morning,Single,No,No,No,100,Driver,Female,27,No,No,No,26_to_39,Weekday,Night
20157003,NT,10,2015,,Saturday,700,Morning,Single,No,No,No,110,Passenger,Male,24,No,No,No,17_to_25,Weekend,Day
20156003,Tas,10,2015,,Sunday,1240,Noon,Single,No,No,No,100,Motorcycle rider,Male,18,No,No,No,17_to_25,Weekend,Day
20154083,SA,10,2015,,Saturday,900,Morning,Single,No,No,No,80,Motorcycle rider,Male,22,No,No,No,17_to_25,Weekend,Day
20152120,Vic,10,2015,,Saturday,810,Morning,Multiple,No,Yes,No,100,Driver,Male,31,No,No,No,26_to_39,Weekend,Day
20154075,SA,10,2015,,Sunday,1337,Noon,Single,No,No,No,110,Passenger,Female,36,No,No,No,26_to_39,Weekend,Day
20154060,SA,10,2015,,Sunday,1020,Morning,Single,No,No,No,110,Driver,Male,35,No,No,No,26_to_39,Weekend,Day
20154027,SA,10,2015,,Sunday,1155,Noon,Single,No,No,No,100,Driver,Male,29,No,No,No,26_to_39,Weekend,Day
20152008,Vic,10,2015,,Saturday,1247,Noon,Multiple,No,No,No,80,Driver,Male,39,No,No,No,26_to_39,Weekend,Day
20152114,Vic,10,2015,,Sunday,1205,Noon,Single,No,No,No,100,Motorcycle rider,Male,47,No,No,No,40_to_64,Weekend,Day
20153165,Qld,10,2015,,Saturday,1400,Noon,Single,No,No,No,80,Motorcycle rider,Male,55,No,No,No,40_to_64,Weekend,Day
20151126,NSW,10,2015,,Saturday,1620,Noon,Single,No,No,Yes,100,Driver,Male,46,No,No,No,40_to_64,Weekend,Day
20151022,NSW,10,2015,,Saturday,1645,Noon,Single,No,No,No,100,Motorcycle rider,Male,52,No,No,No,40_to_64,Weekend,Day
20151133,NSW,10,2015,,Sunday,1130,Noon,Single,No,No,No,80,Motorcycle rider,Male,50,No,No,No,40_to_64,Weekend,Day
20154042,SA,10,2015,,Sunday,1350,Noon,Single,No,No,No,110,Motorcycle rider,Male,53,No,No,No,40_to_64,Weekend,Day
20154056,SA,10,2015,,Saturday,953,Morning,Multiple,No,No,No,50,Pedal cyclist,Male,59,No,No,No,40_to_64,Weekend,Day
20151257,NSW,10,2015,,Saturday,1420,Noon,Multiple,No,No,Yes,100,Driver,Male,63,No,No,No,40_to_64,Weekend,Day
20151159,NSW,10,2015,,Saturday,1410,Noon,Multiple,No,No,No,80,Motorcycle rider,Female,46,No,No,No,40_to_64,Weekend,Day
20154053,SA,10,2015,,Saturday,1240,Noon,Multiple,No,No,No,80,Motorcycle rider,Male,18,No,No,No,17_to_25,Weekend,Day
20157023,NT,10,2015,,Saturday,1545,Noon,Single,No,No,No,110,Passenger,Male,32,No,No,No,26_to_39,Weekend,Day
20157023,NT,10,2015,,Saturday,1545,Noon,Single,No,No,No,110,Passenger,Male,32,No,No,No,26_to_39,Weekend,Day
20151268,NSW,10,2015,,Saturday,1000,Morning,Single,No,No,No,50,Pedal cyclist,Male,41,No,No,No,40_to_64,Weekend,Day
20153122,Qld,10,2015,,Saturday,1200,Noon,Multiple,No,No,No,100,Driver,Female,68,No,No,No,65_to_74,Weekend,Day
20153122,Qld,10,2015,,Saturday,1200,Noon,Multiple,No,No,No,100,Passenger,Male,68,No,No,No,65_to_74,Weekend,Day
20153143,Qld,10,2015,,Saturday,1300,Noon,Single,No,No,No,100,Driver,Male,71,No,No,No,65_to_74,Weekend,Day
20151159,NSW,10,2015,,Saturday,1410,Noon,Multiple,No,No,No,80,Driver,Male,67,No,No,No,65_to_74,Weekend,Day
20151159,NSW,10,2015,,Saturday,1410,Noon,Multiple,No,No,No,80,Passenger,Female,72,No,No,No,65_to_74,Weekend,Day
20153168,Qld,10,2015,,Sunday,1700,Noon,Single,No,No,No,100,Motorcycle rider,Male,67,No,No,No,65_to_74,Weekend,Day
20153159,Qld,10,2015,,Sunday,900,Morning,Single,No,No,No,60,Driver,Male,75,No,No,No,75_or_older,Weekend,Day
20154069,SA,10,2015,,Sunday,1740,Evening,Single,No,No,No,60,Passenger,Female,88,No,No,No,75_or_older,Weekend,Day
20153081,Qld,10,2015,,Thursday,1500,Noon,Single,No,No,No,60,Motorcycle rider,Male,24,No,No,No,17_to_25,Weekday,Day
20154041,SA,10,2015,,Tuesday,1230,Noon,Multiple,No,No,Yes,80,Driver,Male,17,No,No,No,17_to_25,Weekday,Day
20151042,NSW,10,2015,,Friday,830,Morning,Multiple,No,No,No,50,Motorcycle rider,Male,25,No,No,No,17_to_25,Weekday,Day
20151293,NSW,10,2015,,Sunday,2130,Night,Single,No,No,No,100,Passenger,Female,57,No,No,No,40_to_64,Weekend,Night
20153185,Qld,10,2015,,Thursday,0,Late Night,Single,No,No,No,100,Driver,Male,32,No,No,No,26_to_39,Weekday,Night
20152064,Vic,10,2015,,Thursday,1500,Noon,Multiple,No,No,No,60,Driver,Female,35,No,No,No,26_to_39,Weekday,Day
20156024,Tas,10,2015,,Monday,1238,Noon,Single,No,No,No,100,Passenger,Female,26,No,No,No,26_to_39,Weekday,Day
20151321,NSW,10,2015,,Wednesday,1500,Noon,Multiple,Yes,No,No,110,Driver,Female,36,No,No,No,26_to_39,Weekday,Day
20155130,WA,10,2015,,Monday,1420,Noon,Multiple,No,No,Yes,80,Driver,Male,32,No,No,No,26_to_39,Weekday,Day
20152138,Vic,10,2015,,Wednesday,1240,Noon,Multiple,No,Yes,No,100,Driver,Female,26,No,No,No,26_to_39,Weekday,Day
20155137,WA,10,2015,,Thursday,1641,Noon,Multiple,No,No,No,50,Motorcycle rider,Male,34,No,No,No,26_to_39,Weekday,Day
20152203,Vic,10,2015,,Friday,747,Morning,Single,No,No,No,80,Driver,Male,28,No,No,No,26_to_39,Weekday,Day
20152043,Vic,10,2015,,Monday,1230,Noon,Multiple,No,No,Yes,100,Driver,Male,61,No,No,No,40_to_64,Weekday,Day
20154031,SA,10,2015,,Wednesday,1620,Noon,Multiple,No,No,Yes,80,Pedal cyclist,Female,42,No,No,No,40_to_64,Weekday,Day
20152123,Vic,10,2015,,Thursday,1326,Noon,Multiple,No,Yes,No,60,Passenger,Female,63,No,No,No,40_to_64,Weekday,Day
20152020,Vic,10,2015,,Thursday,725,Morning,Multiple,No,No,No,80,Motorcycle rider,Male,50,No,No,No,40_to_64,Weekday,Day
20156026,Tas,10,2015,,Monday,1413,Noon,Multiple,No,Yes,No,100,Driver,Male,40,No,No,No,40_to_64,Weekday,Day
20152063,Vic,10,2015,,Wednesday,700,Morning,Multiple,No,No,No,100,Motorcycle rider,Female,53,No,No,No,40_to_64,Weekday,Day
20152115,Vic,10,2015,,Monday,1311,Noon,Single,No,No,No,100,Motorcycle rider,Male,52,No,No,No,40_to_64,Weekday,Day
20152027,Vic,10,2015,,Tuesday,1220,Noon,Multiple,No,No,No,100,Passenger,Female,45,No,No,No,40_to_64,Weekday,Day
20154082,SA,10,2015,,Friday,1415,Noon,Single,No,No,No,60,Driver,Female,45,No,No,No,40_to_64,Weekday,Day
20151147,NSW,10,2015,,Wednesday,1445,Noon,Single,No,No,No,100,Driver,Female,24,No,No,No,17_to_25,Weekday,Day
20152050,Vic,10,2015,,Thursday,1536,Noon,Multiple,No,No,No,60,Driver,Male,52,No,No,No,40_to_64,Weekday,Day
20152179,Vic,10,2015,,Thursday,1030,Morning,Multiple,No,No,No,80,Pedal cyclist,Male,60,No,No,No,40_to_64,Weekday,Day
20151055,NSW,10,2015,,Friday,1020,Morning,Multiple,No,No,No,70,Motorcycle rider,Male,49,No,No,No,40_to_64,Weekday,Day
20152142,Vic,10,2015,,Friday,1734,Evening,Multiple,Yes,No,No,60,Driver,Male,54,No,No,No,40_to_64,Weekday,Day
20155008,WA,10,2015,,Monday,1320,Noon,Multiple,No,Yes,Yes,110,Driver,Male,64,No,No,No,40_to_64,Weekday,Day
20153126,Qld,10,2015,,Friday,1000,Morning,Single,No,No,No,60,Driver,Male,41,No,No,No,40_to_64,Weekday,Day
20155086,WA,10,2015,,Monday,1610,Noon,Multiple,No,No,No,110,Driver,Male,40,No,No,No,40_to_64,Weekday,Day
20153087,Qld,10,2015,,Thursday,1400,Noon,Multiple,No,Yes,No,60,Driver,Male,44,No,No,No,40_to_64,Weekday,Day
20151117,NSW,10,2015,,Monday,850,Morning,Multiple,No,Yes,No,100,Passenger,Female,73,No,No,No,65_to_74,Weekday,Day
20156032,Tas,10,2015,,Tuesday,1615,Noon,Multiple,No,No,No,80,Driver,Female,71,No,No,No,65_to_74,Weekday,Day
20152069,Vic,10,2015,,Wednesday,1619,Noon,Multiple,Yes,No,No,80,Driver,Male,72,No,No,No,65_to_74,Weekday,Day
20151107,NSW,10,2015,,Tuesday,850,Morning,Single,No,No,No,50,Motorcycle rider,Male,65,No,No,No,65_to_74,Weekday,Day
20151079,NSW,10,2015,,Thursday,1020,Morning,Single,No,No,No,100,Driver,Male,66,No,No,No,65_to_74,Weekday,Day
20155008,WA,10,2015,,Monday,1320,Noon,Multiple,No,Yes,Yes,110,Passenger,Female,70,No,No,No,65_to_74,Weekday,Day
20157032,NT,10,2015,,Tuesday,210,Late Night,Single,No,No,No,100,Passenger,Female,35,No,No,No,26_to_39,Weekday,Night
20153131,Qld,10,2015,,Tuesday,1300,Noon,Multiple,No,No,No,100,Driver,Male,19,No,No,No,17_to_25,Weekday,Day
20151117,NSW,10,2015,,Monday,850,Morning,Multiple,No,Yes,No,100,Driver,Male,77,No,No,No,75_or_older,Weekday,Day
20153007,Qld,10,2015,,Thursday,1200,Noon,Multiple,No,No,No,80,Driver,Female,20,No,No,No,17_to_25,Weekday,Day
20152214,Vic,10,2015,,Monday,1455,Noon,Single,No,No,No,100,Passenger,Male,79,No,No,No,75_or_older,Weekday,Day
20154049,SA,10,2015,,Friday,1420,Noon,Multiple,No,No,No,60,Driver,Female,82,No,No,No,75_or_older,Weekday,Day
20152082,Vic,10,2015,,Thursday,1530,Noon,Multiple,No,No,No,70,Driver,Male,84,No,No,No,75_or_older,Weekday,Day
20154093,SA,10,2015,,Tuesday,1407,Noon,Single,No,No,No,60,Driver,Male,82,No,No,No,75_or_older,Weekday,Day
20152053,Vic,10,2015,,Monday,1055,Morning,Multiple,No,No,Yes,100,Driver,Male,80,No,No,No,75_or_older,Weekday,Day
20153191,Qld,10,2015,,Friday,900,Morning,Multiple,No,No,Yes,70,Driver,Male,82,No,No,No,75_or_older,Weekday,Day
20155076,WA,10,2015,,Monday,1323,Noon,Multiple,No,No,No,70,Passenger,Female,91,No,No,No,75_or_older,Weekday,Day
20152067,Vic,10,2015,,Friday,1227,Noon,Multiple,No,No,Yes,100,Driver,Female,92,No,No,No,75_or_older,Weekday,Day
20153131,Qld,10,2015,,Tuesday,1300,Noon,Multiple,No,No,No,100,Driver,Male,46,No,No,No,40_to_64,Weekday,Day
20151089,NSW,10,2015,,Tuesday,30,Late Night,Single,No,No,No,100,Driver,Male,54,No,No,No,40_to_64,Weekday,Night
20153075,Qld,10,2015,,Thursday,1600,Noon,Single,No,No,No,60,Motorcycle rider,Male,42,No,No,No,40_to_64,Weekday,Day
20152098,Vic,10,2015,,Thursday,2258,Night,Single,No,No,No,60,Pedestrian,Male,36,No,No,No,26_to_39,Weekday,Night
20152045,Vic,10,2015,,Tuesday,1815,Evening,Multiple,No,No,No,60,Passenger,Female,16,No,No,No,0_to_16,Weekday,Night
20151228,NSW,10,2015,,Sunday,26,Late Night,Single,No,No,Yes,70,Pedestrian,Male,36,No,No,No,26_to_39,Weekend,Night
20154088,SA,10,2015,,Thursday,2015,Night,Single,No,No,No,60,Pedestrian,Male,71,No,No,No,65_to_74,Weekday,Night
20151047,NSW,10,2015,,Sunday,2323,Late Night,Single,No,No,No,70,Pedestrian,Female,40,No,No,No,40_to_64,Weekend,Night
20151195,NSW,10,2015,,Saturday,1310,Noon,Single,No,No,No,50,Pedestrian,Male,60,No,No,No,40_to_64,Weekend,Day
20153055,Qld,10,2015,,Friday,1800,Evening,Single,No,No,No,60,Pedestrian,Male,80,No,No,No,75_or_older,Weekend,Night
20155029,WA,10,2015,,Friday,1732,Evening,Single,No,No,No,60,Pedestrian,Male,61,No,No,No,40_to_64,Weekday,Day
20154032,SA,10,2015,,Monday,1606,Noon,Single,No,No,No,40,Pedestrian,Female,62,No,No,No,40_to_64,Weekday,Day
20154071,SA,10,2015,,Monday,1555,Noon,Single,No,No,No,50,Pedestrian,Male,68,No,No,No,65_to_74,Weekday,Day
20151001,NSW,10,2015,,Monday,900,Morning,Single,No,No,No,50,Pedestrian,Female,68,No,No,No,65_to_74,Weekday,Day
20153024,Qld,10,2015,,Friday,100,Late Night,Single,No,No,Yes,60,Driver,Male,66,No,No,No,65_to_74,Weekday,Night
20153041,Qld,10,2015,,Friday,1100,Morning,Single,No,No,Yes,60,Pedestrian,Male,86,No,No,No,75_or_older,Weekday,Day
20152165,Vic,10,2015,,Wednesday,2100,Night,Single,No,No,No,80,Pedestrian,Female,16,No,No,No,0_to_16,Weekday,Night
20152049,Vic,10,2015,,Saturday,2030,Night,Multiple,No,No,No,60,Pedestrian,Female,80,No,No,No,75_or_older,Weekend,Night
20153179,Qld,9,2015,,Saturday,0,Late Night,Single,No,No,No,80,Passenger,Male,17,No,No,No,17_to_25,Weekend,Night
20153153,Qld,9,2015,,Saturday,2300,Night,Multiple,No,No,No,60,Motorcycle rider,Male,22,No,No,No,17_to_25,Weekend,Night
20151250,NSW,9,2015,,Sunday,2208,Night,Single,No,No,No,60,Driver,Male,33,No,No,No,26_to_39,Weekend,Night
20151116,NSW,9,2015,,Saturday,220,Late Night,Single,No,No,No,80,Driver,Male,30,No,No,No,26_to_39,Weekend,Night
20157021,NT,9,2015,,Saturday,507,Morning,Single,No,No,No,70,Driver,Male,26,No,No,No,26_to_39,Weekend,Night
20153146,Qld,9,2015,,Saturday,2000,Night,Single,No,No,No,70,Driver,Male,20,No,No,No,17_to_25,Weekend,Night
20154014,SA,9,2015,,Saturday,2244,Night,Multiple,No,No,No,110,Driver,Male,58,No,No,No,40_to_64,Weekend,Night
20152149,Vic,9,2015,,Monday,520,Morning,Single,No,No,No,100,Passenger,Male,45,No,No,No,40_to_64,Weekend,Night
20151222,NSW,9,2015,,Saturday,2350,Late Night,Single,No,No,No,80,Passenger,Male,18,No,No,No,17_to_25,Weekend,Night
20158005,ACT,9,2015,,Saturday,2020,Night,Multiple,No,No,No,60,Motorcycle rider,Male,43,No,No,No,40_to_64,Weekend,Night
20155135,WA,9,2015,,Thursday,2222,Night,Single,No,No,No,80,Passenger,Female,14,No,No,No,0_to_16,Weekday,Night
20153119,Qld,9,2015,,Wednesday,500,Late Night,Single,No,No,No,100,Passenger,Male,15,No,No,No,0_to_16,Weekday,Night
20151263,NSW,9,2015,,Tuesday,1830,Evening,Single,No,No,No,100,Driver,Female,17,No,No,No,17_to_25,Weekday,Night
20152137,Vic,9,2015,,Wednesday,500,Late Night,Single,No,No,No,100,Driver,Male,29,No,No,No,26_to_39,Weekday,Night
20157028,NT,9,2015,,Monday,307,Late Night,Multiple,No,No,No,100,Passenger,Male,18,No,No,No,17_to_25,Weekend,Night
20152119,Vic,9,2015,,Wednesday,1857,Evening,Multiple,No,No,No,60,Motorcycle rider,Male,31,No,No,No,26_to_39,Weekday,Night
20154046,SA,9,2015,,Wednesday,150,Late Night,Single,No,No,No,110,Driver,Male,44,No,No,No,40_to_64,Weekday,Night
20152010,Vic,9,2015,,Thursday,2115,Night,Single,No,No,No,70,Driver,Male,48,No,No,No,40_to_64,Weekday,Night
20155106,WA,9,2015,,Thursday,2101,Night,Single,No,No,No,50,Passenger,Male,18,No,No,No,17_to_25,Weekday,Night
20155135,WA,9,2015,,Thursday,2222,Night,Single,No,No,No,80,Driver,Male,47,No,No,No,40_to_64,Weekday,Night
20152161,Vic,9,2015,,Thursday,1900,Evening,Single,No,No,No,100,Driver,Male,43,No,No,No,40_to_64,Weekday,Night
20156002,Tas,9,2015,,Wednesday,2010,Night,Single,No,No,No,100,Driver,Female,23,No,No,No,17_to_25,Weekday,Night
20152113,Vic,9,2015,,Wednesday,1820,Evening,Single,No,No,No,100,Driver,Male,44,No,No,No,40_to_64,Weekday,Night
20156001,Tas,9,2015,,Sunday,1355,Noon,Single,No,No,No,50,Motorcycle rider,Male,24,No,No,No,17_to_25,Weekend,Day
20153211,Qld,9,2015,,Sunday,1600,Noon,Single,No,No,No,100,Passenger,Male,3,No,No,No,0_to_16,Weekend,Day
20152160,Vic,9,2015,,Sunday,852,Morning,Single,No,No,No,80,Motorcycle rider,Male,32,No,No,No,26_to_39,Weekend,Day
20155099,WA,9,2015,,Saturday,1600,Noon,Single,No,No,No,90,Driver,Male,28,No,No,No,26_to_39,Weekend,Day
20155129,WA,9,2015,,Sunday,709,Morning,Multiple,No,No,No,80,Driver,Male,35,No,No,No,26_to_39,Weekend,Day
20151299,NSW,9,2015,,Saturday,1354,Noon,Single,No,No,No,80,Driver,Female,45,No,No,No,40_to_64,Weekend,Day
20153090,Qld,9,2015,,Sunday,1100,Morning,Multiple,No,No,No,80,Motorcycle rider,Male,59,No,No,No,40_to_64,Weekend,Day
20151086,NSW,9,2015,,Saturday,1315,Noon,Multiple,No,No,No,100,Motorcycle rider,Male,50,No,No,No,40_to_64,Weekend,Day
20152006,Vic,9,2015,,Saturday,1300,Noon,Single,No,No,No,100,Driver,Male,18,No,No,No,17_to_25,Weekend,Day
20156016,Tas,9,2015,,Saturday,1645,Noon,Single,No,No,No,100,Motorcycle rider,Male,21,No,No,No,17_to_25,Weekend,Day
20153204,Qld,9,2015,,Saturday,1300,Noon,Single,No,No,No,60,Motorcycle rider,Male,38,No,No,No,26_to_39,Weekend,Day
